CC,USN,sgpa
1EW,1EW16CS098,7.08
1EW,1EW16CS099,3.83
1EW,1EW16CS100,8.17
1EW,1EW16CS101,5.17
1EW,1EW16CS103,6.08
1EW,1EW16CS104,4.83
1EW,1EW16CS105,7.58
1EW,1EW16CS106,8.33
1EW,1EW16CS107,6.5
1EW,1EW16CS108,3.5
1EW,1EW16CS109,8.58
1EW,1EW16CS111,2.5
1EW,1EW16CS112,5.17
1EW,1EW16CS113,6.67
1EW,1EW16CS114,7.17
1EW,1EW16CS115,9.33
1EW,1EW16CS116,7.17
1EW,1EW16CS117,9.33
1EW,1EW16CS118,4
1EW,1EW16CS119,5.83
1EW,1EW16CS120,7.42
1EW,1EW16CS121,4.33
1EW,1EW16CS122,7.25
1EW,1EW16CS123,6.75
1EW,1EW16CS124,6.58
1EW,1EW16CS125,6.58
1EW,1EW16CS126,7.58
1EW,1EW16CS128,8.08
1EW,1EW16CS129,4.67
1EW,1EW16CS131,8.92
1EW,1EW16CS132,7.25
1EW,1EW16CS133,0.5
1EW,1EW16CS134,5.67
1EW,1EW16CS135,6.17
1EW,1EW16CS136,4.25
1EW,1EW16CS137,8.92
1EW,1EW16CS138,6.33
1EW,1EW16CS139,6.83
1EW,1EW16CS140,7.83
1EW,1EW16CS141,3.75
1EW,1EW16CS142,4.42
1EW,1EW16CS143,0.67
1EW,1EW16CS144,8.25
1EW,1EW16CS146,8.75
1EW,1EW16CS147,5.83
1EW,1EW16CS148,8.83
1EW,1EW16CS149,5.92
1EW,1EW16CS150,4
1EW,1EW16CS151,9.08
1EW,1EW16CS152,8.5
1EW,1EW16CS153,8
1EW,1EW16CS154,7
1EW,1EW16CS155,3.25
1EW,1EW16CS156,7.17
1EW,1EW16CS157,0.58
1EW,1EW16CS158,9
1EW,1EW16CS159,8.17
1EW,1EW16CS160,7.08
1EW,1EW16CS161,2.67
1EW,1EW16CS162,7.17
1EW,1EW16CS163,8.17
1EW,1EW16CS164,3.17
1EW,1EW16CS165,5.67
1EW,1EW16CS166,8.33
1EW,1EW16CS167,8.25
1EW,1EW16CS168,5.42
1EW,1EW16CS169,8.42
1EW,1EW16CS170,8.83
1EW,1EW16CS171,3.42
1EW,1EW16CS172,8.33
1EW,1EW16CS173,7.83
1EW,1EW16CS174,6
1EW,1EW16CS175,6.5
1EW,1EW16CS176,8
1EW,1EW16CS177,8.83
1EW,1EW16CS178,7.92
1EW,1EW16CS180,4
1EW,1EW16CS182,9.33
1EW,1EW16CS183,5.5
1EW,1EW16CS184,1.58
1EW,1EW16CS185,4.5
1GA,1GA16CS001,7.83
1GA,1GA16CS002,7.67
1GA,1GA16CS003,8.83
1GA,1GA16CS004,4.42
1GA,1GA16CS005,8.25
1GA,1GA16CS006,8
1GA,1GA16CS007,7
1GA,1GA16CS008,4.08
1GA,1GA16CS010,7
1GA,1GA16CS011,5.33
1GA,1GA16CS012,8.42
1GA,1GA16CS013,4.08
1GA,1GA16CS014,6.83
1GA,1GA16CS015,9
1GA,1GA16CS016,4.42
1GA,1GA16CS017,7.75
1GA,1GA16CS018,4.75
1GA,1GA16CS019,8.67
1GA,1GA16CS020,9
1GA,1GA16CS021,9.83
1GA,1GA16CS022,8
1GA,1GA16CS023,7.67
1GA,1GA16CS024,8.42
1GA,1GA16CS025,7.83
1GA,1GA16CS026,8.5
1GA,1GA16CS027,9.17
1GA,1GA16CS028,8
1GA,1GA16CS029,7.83
1GA,1GA16CS030,8.58
1GA,1GA16CS031,7.42
1GA,1GA16CS032,9
1GA,1GA16CS033,6.58
1GA,1GA16CS034,6.33
1GA,1GA16CS035,1.33
1GA,1GA16CS036,7.92
1GA,1GA16CS037,8.17
1GA,1GA16CS038,9.17
1GA,1GA16CS039,9.08
1GA,1GA16CS040,7.92
1GA,1GA16CS041,7.17
1GA,1GA16CS043,6.75
1GA,1GA16CS044,4.92
1GA,1GA16CS045,7.25
1GA,1GA16CS046,7.67
1GA,1GA16CS047,8.67
1GA,1GA16CS048,3.75
1GA,1GA16CS049,7.75
1GA,1GA16CS050,5.5
1GA,1GA16CS051,5.83
1GA,1GA16CS052,6.08
1GA,1GA16CS053,8.25
1GA,1GA16CS054,8.33
1GA,1GA16CS055,7.92
1GA,1GA16CS056,2.42
1GA,1GA16CS057,6.67
1GA,1GA16CS058,8.33
1GA,1GA16CS059,9.5
1GA,1GA16CS060,5.67
1GA,1GA16CS061,6.83
1GA,1GA16CS062,8.67
1GA,1GA16CS063,7.5
1GA,1GA16CS064,2.42
1GA,1GA16CS065,6.33
1GA,1GA16CS066,8.83
1GA,1GA16CS067,7.75
1GA,1GA16CS068,5.5
1GA,1GA16CS069,7.5
1GA,1GA16CS070,8.67
1GA,1GA16CS071,7.42
1GA,1GA16CS072,8.25
1GA,1GA16CS073,5.75
1GA,1GA16CS076,4.33
1GA,1GA16CS077,7.08
1GA,1GA16CS078,5.5
1GA,1GA16CS079,6
1GA,1GA16CS080,7.58
1GA,1GA16CS081,4.58
1GA,1GA16CS082,7.08
1GA,1GA16CS083,3.58
1GA,1GA16CS084,7.42
1GA,1GA16CS085,6.33
1GA,1GA16CS086,7.33
1GA,1GA16CS087,8.75
1GA,1GA16CS088,7.5
1GA,1GA16CS089,9.17
1GA,1GA16CS090,8.67
1GA,1GA16CS091,8.42
1GA,1GA16CS092,8.5
1GA,1GA16CS093,1.25
1GA,1GA16CS094,6.33
1GA,1GA16CS095,8.25
1GA,1GA16CS096,7.83
1GA,1GA16CS097,4.5
1GA,1GA16CS098,7.08
1GA,1GA16CS099,8.5
1GA,1GA16CS100,6.25
1GA,1GA16CS101,7.83
1GA,1GA16CS102,7.58
1GA,1GA16CS103,7.08
1GA,1GA16CS104,7.08
1GA,1GA16CS105,3.08
1GA,1GA16CS106,8.17
1GA,1GA16CS107,9.17
1GA,1GA16CS108,6.25
1GA,1GA16CS109,1.58
1GA,1GA16CS110,7.92
1GA,1GA16CS111,8.5
1GA,1GA16CS112,7.92
1GA,1GA16CS113,7.5
1GA,1GA16CS114,8.83
1GA,1GA16CS115,7.92
1GA,1GA16CS116,6.42
1GA,1GA16CS117,8.33
1GA,1GA16CS118,5.33
1GA,1GA16CS119,8.92
1GA,1GA16CS120,9.25
1GA,1GA16CS121,7.33
1GA,1GA16CS122,9
1GA,1GA16CS123,8.67
1GA,1GA16CS124,7.83
1GA,1GA16CS125,5.08
1GA,1GA16CS126,5.08
1GA,1GA16CS127,6.5
1GA,1GA16CS128,7.5
1GA,1GA16CS129,8.67
1GA,1GA16CS130,3.67
1GA,1GA16CS131,7.67
1GA,1GA16CS132,8
1GA,1GA16CS133,5.25
1GA,1GA16CS134,2
1GA,1GA16CS135,8.5
1GA,1GA16CS136,7.5
1GA,1GA16CS137,5.75
1GA,1GA16CS138,8.5
1GA,1GA16CS139,8.83
1GA,1GA16CS140,8.25
1GA,1GA16CS141,5.33
1GA,1GA16CS142,5.17
1GA,1GA16CS143,5.58
1GA,1GA16CS144,6.58
1GA,1GA16CS145,7.17
1GA,1GA16CS146,7.17
1GA,1GA16CS147,3.67
1GA,1GA16CS148,8
1GA,1GA16CS149,4.25
1GA,1GA16CS150,8.25
1GA,1GA16CS151,6.83
1GA,1GA16CS152,3.33
1GA,1GA16CS153,9.08
1GA,1GA16CS154,6.42
1GA,1GA16CS155,9
1GA,1GA16CS156,7.5
1GA,1GA16CS157,5.75
1GA,1GA16CS158,7.25
1GA,1GA16CS159,8.75
1GA,1GA16CS160,5.33
1GA,1GA16CS161,7.5
1GA,1GA16CS162,8.67
1GA,1GA16CS163,7.5
1GA,1GA16CS164,6.75
1GA,1GA16CS165,6
1GA,1GA16CS166,8.33
1GA,1GA16CS167,8.67
1GA,1GA16CS168,8.33
1GA,1GA16CS169,4
1GA,1GA16CS170,6.17
1GA,1GA16CS171,4.67
1GA,1GA16CS172,8.5
1GA,1GA16CS173,7.83
1GA,1GA16CS174,9.67
1GA,1GA16CS175,4.75
1GA,1GA16CS176,8.17
1GA,1GA16CS177,7.67
1GA,1GA16CS178,6.33
1GA,1GA16CS179,7.67
1GA,1GA16CS180,4.25
1GA,1GA16CS181,8.83
1GA,1GA16CS182,8
1GA,1GA16CS183,7.25
1GA,1GA16CS184,8.42
1GA,1GA16CS185,9.17
1GA,1GA16CS186,7.67
1GC,1GC16CS001,6.25
1GC,1GC16CS002,7.08
1GC,1GC16CS003,8.5
1GC,1GC16CS004,6.92
1GC,1GC16CS005,6.33
1GC,1GC16CS006,9
1GC,1GC16CS007,7.58
1GC,1GC16CS008,4.5
1GC,1GC16CS009,5.92
1GC,1GC16CS011,8.75
1GC,1GC16CS012,7.33
1GC,1GC16CS013,8.67
1GC,1GC16CS014,8
1GC,1GC16CS015,3.92
1GC,1GC16CS016,9.83
1GC,1GC16CS017,0.83
1GC,1GC16CS018,3.5
1GC,1GC16CS019,4.33
1GC,1GC16CS020,7.75
1GC,1GC16CS021,7.83
1GC,1GC16CS022,6.33
1GC,1GC16CS023,7.5
1GC,1GC16CS024,3.33
1GC,1GC16CS025,8
1GC,1GC16CS026,7.42
1GC,1GC16CS027,2.75
1GC,1GC16CS028,8.33
1GC,1GC16CS029,4.83
1GC,1GC16CS030,2.92
1GC,1GC16CS031,4.58
1GC,1GC16CS032,6.5
1GC,1GC16CS033,7.42
1GC,1GC16CS034,6.42
1GC,1GC16CS035,4.5
1GC,1GC16CS037,7.08
1GC,1GC16CS038,6.75
1GC,1GC16CS039,5.75
1GC,1GC16CS040,1.83
1GC,1GC16CS041,3.5
1GC,1GC16CS043,7.67
1GC,1GC16CS044,1.08
1GC,1GC16CS045,2.08
1GC,1GC16CS046,7
1GC,1GC16CS047,7.33
1GC,1GC16CS048,3.25
1GC,1GC16CS049,7.33
1GC,1GC16CS050,7.33
1GC,1GC16CS051,2.58
1GC,1GC16CS052,8
1GC,1GC16CS053,7.33
1GC,1GC16CS055,7.25
1GC,1GC16CS056,5.67
1GC,1GC16CS057,4.42
1GC,1GC16CS058,7.33
1GC,1GC16CS059,7.58
1GC,1GC16CS060,8.08
1GC,1GC16CS061,1.25
1GC,1GC16CS062,6.75
1GC,1GC16CS063,4.08
1GC,1GC16CS065,6.83
1GC,1GC16CS066,6
1GC,1GC16CS067,5.08
1GC,1GC16CS068,7.42
1GC,1GC16CS069,1.67
1GC,1GC16CS070,6
1GC,1GC16CS071,6.75
1GD,1GD16CS001,6.83
1GD,1GD16CS002,6
1GD,1GD16CS003,5.75
1GD,1GD16CS004,7.17
1GD,1GD16CS005,7.17
1GD,1GD16CS006,7.83
1GD,1GD16CS007,7.67
1GD,1GD16CS008,7.17
1GD,1GD16CS009,2.67
1GD,1GD16CS010,8.75
1GD,1GD16CS011,5.42
1GD,1GD16CS012,7
1GD,1GD16CS014,4.75
1GD,1GD16CS015,5.58
1GD,1GD16CS016,5.58
1GD,1GD16CS017,5.58
1GD,1GD16CS019,6.25
1GD,1GD16CS020,4.42
1GD,1GD16CS021,4.58
1GD,1GD16CS022,5.58
1GD,1GD16CS023,5.33
1GD,1GD16CS025,6.75
1GD,1GD16CS026,4.17
1GD,1GD16CS028,7.58
1GD,1GD16CS029,6.92
1GD,1GD16CS030,6.83
1GD,1GD16CS031,8.75
1GD,1GD16CS032,5.92
1GD,1GD16CS033,7
1GD,1GD16CS034,3
1GD,1GD16CS035,8.92
1GD,1GD16CS036,7.25
1GD,1GD16CS037,5.67
1GD,1GD16CS038,3.67
1GD,1GD16CS039,6.25
1GD,1GD16CS040,7.58
1GD,1GD16CS041,2.08
1GD,1GD16CS042,6.17
1GD,1GD16CS045,8
1GD,1GD16CS047,5.58
1GD,1GD16CS048,6.08
1GD,1GD16CS049,3.17
1GD,1GD16CS050,8
1GD,1GD16CS051,6.75
1GD,1GD16CS052,7.5
1GD,1GD16CS053,6.25
1GD,1GD16CS054,6.25
1GD,1GD16CS055,3.67
1GD,1GD16CS056,6.75
1GD,1GD16CS057,2.75
1GD,1GD16CS058,3.17
1GG,1GG16CS001,5.5
1GG,1GG16CS002,5
1GG,1GG16CS003,3.67
1GG,1GG16CS004,4.42
1GG,1GG16CS005,5.5
1GG,1GG16CS006,1.17
1GG,1GG16CS007,6.58
1GG,1GG16CS008,1.08
1GG,1GG16CS009,2.92
1GG,1GG16CS010,4.5
1GG,1GG16CS011,7
1GG,1GG16CS012,7.83
1GG,1GG16CS013,7.33
1GG,1GG16CS014,6.33
1GG,1GG16CS015,3.83
1GG,1GG16CS016,6.67
1GG,1GG16CS017,5.5
1GG,1GG16CS018,6.75
1GG,1GG16CS019,2.83
1GG,1GG16CS020,7
1GG,1GG16CS021,5.67
1GG,1GG16CS022,4.92
1GG,1GG16CS023,7.83
1GG,1GG16CS024,6.25
1GG,1GG16CS025,6.17
1GG,1GG16CS026,3.67
1GG,1GG16CS027,6.17
1GG,1GG16CS028,7.42
1GG,1GG16CS029,1.92
1GG,1GG16CS030,5.33
1GG,1GG16CS031,4.75
1GG,1GG16CS032,4.25
1GG,1GG16CS033,2.83
1GG,1GG16CS034,6
1GG,1GG16CS035,1.92
1GG,1GG16CS036,5.58
1GG,1GG16CS037,8.17
1GG,1GG16CS038,6.5
1GG,1GG16CS039,4.42
1GG,1GG16CS040,4.58
1GG,1GG16CS041,6
1GG,1GG16CS042,1.75
1GG,1GG16CS043,3.25
1GG,1GG16CS044,6
1GG,1GG16CS045,6.83
1GG,1GG16CS046,2
1GV,1GV16CS001,6.75
1GV,1GV16CS002,5.25
1GV,1GV16CS004,5.83
1GV,1GV16CS005,2.33
1GV,1GV16CS006,2.92
1GV,1GV16CS007,6.83
1GV,1GV16CS008,7
1GV,1GV16CS009,7
1GV,1GV16CS010,6.25
1GV,1GV16CS011,3
1GV,1GV16CS012,6.17
1GV,1GV16CS013,2.92
1GV,1GV16CS014,7.08
1GV,1GV16CS015,9.33
1GV,1GV16CS016,5.17
1GV,1GV16CS017,2.42
1GV,1GV16CS018,3.17
1GV,1GV16CS019,6.17
1GV,1GV16CS020,5.42
1GV,1GV16CS021,4.25
1GV,1GV16CS022,7
1GV,1GV16CS023,6.25
1GV,1GV16CS024,7.67
1GV,1GV16CS025,1.75
1GV,1GV16CS026,6.58
1GV,1GV16CS027,6.67
1GV,1GV16CS028,6.75
1GV,1GV16CS029,3.42
1GV,1GV16CS030,5.83
1GV,1GV16CS031,6.17
1GV,1GV16CS032,1.67
1GV,1GV16CS033,2.75
1GV,1GV16CS034,7.58
1GV,1GV16CS035,4.75
1GV,1GV16CS036,3.58
1GV,1GV16CS037,4.17
1GV,1GV16CS038,7.33
1GV,1GV16CS039,3
1GV,1GV16CS040,8.33
1GV,1GV16CS042,7.25
1GV,1GV16CS043,3
1GV,1GV16CS046,6.67
1GV,1GV16CS047,2.92
1GV,1GV16CS048,5.42
1GV,1GV16CS049,5.92
1GV,1GV16CS050,4.75
1GV,1GV16CS051,7.67
1GV,1GV16CS052,0.33
1GV,1GV16CS053,7.58
1GV,1GV16CS054,5.17
1GV,1GV16CS055,1.75
1GV,1GV16CS056,6.92
1GV,1GV16CS057,6.33
1GV,1GV16CS058,2.33
1GV,1GV16CS059,1.58
1GV,1GV16CS060,5.75
1GV,1GV16CS061,9.17
1GV,1GV16CS063,3
1GV,1GV16CS064,9.83
1GV,1GV16CS065,7.83
1GV,1GV16CS066,8.17
1GV,1GV16CS067,7.75
1GV,1GV16CS068,3
1GV,1GV16CS069,7.92
1GV,1GV16CS070,5.92
1GV,1GV16CS072,3.42
1GV,1GV16CS073,6.83
1GV,1GV16CS074,2.75
1GV,1GV16CS075,9.67
1GV,1GV16CS076,3.67
1GV,1GV16CS077,6.25
1GV,1GV16CS078,3.5
1GV,1GV16CS079,3.08
1GV,1GV16CS081,2.75
1GV,1GV16CS083,2.17
1GV,1GV16CS085,5.08
1HK,1HK16CS001,4.58
1HK,1HK16CS002,2.75
1HK,1HK16CS003,8.83
1HK,1HK16CS004,2.33
1HK,1HK16CS005,1.92
1HK,1HK16CS007,3.83
1HK,1HK16CS008,5.25
1HK,1HK16CS009,7.17
1HK,1HK16CS010,7.83
1HK,1HK16CS011,5.92
1HK,1HK16CS012,5.08
1HK,1HK16CS013,3.33
1HK,1HK16CS014,7.08
1HK,1HK16CS015,5.25
1HK,1HK16CS016,2.33
1HK,1HK16CS017,6.17
1HK,1HK16CS018,1.17
1HK,1HK16CS019,7.08
1HK,1HK16CS020,2.42
1HK,1HK16CS021,8
1HK,1HK16CS022,1.92
1HK,1HK16CS023,7.25
1HK,1HK16CS024,4.58
1HK,1HK16CS025,8.42
1HK,1HK16CS026,6.58
1HK,1HK16CS027,6.92
1HK,1HK16CS028,8.83
1HK,1HK16CS029,7.17
1HK,1HK16CS030,8.67
1HK,1HK16CS031,4.83
1HK,1HK16CS032,2.75
1HK,1HK16CS033,1.67
1HK,1HK16CS034,8
1HK,1HK16CS035,8
1HK,1HK16CS036,7.67
1HK,1HK16CS037,2.58
1HK,1HK16CS038,8.5
1HK,1HK16CS039,8.83
1HK,1HK16CS040,6.92
1HK,1HK16CS041,6.92
1HK,1HK16CS042,5.42
1HK,1HK16CS043,4.75
1HK,1HK16CS044,8
1HK,1HK16CS045,5.67
1HK,1HK16CS046,3.08
1HK,1HK16CS047,8.25
1HK,1HK16CS048,6.5
1HK,1HK16CS049,5.33
1HK,1HK16CS050,8.17
1HK,1HK16CS051,6.67
1HK,1HK16CS053,7.58
1HK,1HK16CS054,7.83
1HK,1HK16CS055,5.17
1HK,1HK16CS056,3.08
1HK,1HK16CS057,7.17
1HK,1HK16CS058,8.92
1HK,1HK16CS059,6.75
1HK,1HK16CS061,6.83
1HK,1HK16CS062,5.5
1HK,1HK16CS063,5.83
1HK,1HK16CS064,7.5
1HK,1HK16CS065,6.25
1HK,1HK16CS066,3.58
1HK,1HK16CS067,8
1HK,1HK16CS068,8.25
1HK,1HK16CS069,8.67
1HK,1HK16CS070,8.83
1HK,1HK16CS071,8
1HK,1HK16CS072,1.17
1HK,1HK16CS073,1.5
1HK,1HK16CS074,5
1HK,1HK16CS075,3.83
1HK,1HK16CS076,5.25
1HK,1HK16CS077,6.42
1HK,1HK16CS078,3
1HK,1HK16CS080,8.67
1HK,1HK16CS081,5.5
1HK,1HK16CS082,4.92
1HK,1HK16CS083,8.17
1HK,1HK16CS084,0.58
1HK,1HK16CS085,0.67
1HK,1HK16CS086,3.58
1HK,1HK16CS087,6.25
1HK,1HK16CS088,2.75
1HK,1HK16CS089,2.58
1HK,1HK16CS090,4.83
1HK,1HK16CS091,7
1HK,1HK16CS092,5.08
1HK,1HK16CS093,6.92
1HK,1HK16CS094,2.75
1HK,1HK16CS095,4.67
1HK,1HK16CS096,0.58
1HK,1HK16CS097,8
1HK,1HK16CS098,4.33
1HK,1HK16CS099,6.83
1HK,1HK16CS100,8.67
1HK,1HK16CS101,9.67
1HK,1HK16CS102,7.67
1HK,1HK16CS104,4.83
1HK,1HK16CS105,9
1HK,1HK16CS106,6.08
1HK,1HK16CS107,3.75
1HK,1HK16CS108,3.67
1HK,1HK16CS109,6
1HK,1HK16CS110,6.5
1HK,1HK16CS111,0.83
1HK,1HK16CS112,7.83
1HK,1HK16CS113,6.58
1HK,1HK16CS114,4.25
1HK,1HK16CS115,6.67
1HK,1HK16CS116,2.17
1HK,1HK16CS117,4.83
1HK,1HK16CS118,7
1HK,1HK16CS119,1.83
1HK,1HK16CS120,5.5
1HK,1HK16CS121,6.67
1HK,1HK16CS122,2.33
1HK,1HK16CS123,4.25
1HK,1HK16CS124,2.58
1HK,1HK16CS125,8.17
1HK,1HK16CS126,7.75
1HK,1HK16CS127,1.33
1HK,1HK16CS128,1.25
1HK,1HK16CS129,7.67
1HK,1HK16CS130,7.67
1HK,1HK16CS131,8.33
1HK,1HK16CS132,2.67
1HK,1HK16CS133,4.42
1HK,1HK16CS134,7.5
1HK,1HK16CS135,6.42
1HK,1HK16CS136,8
1HK,1HK16CS137,6.42
1HK,1HK16CS139,8
1HK,1HK16CS140,8.83
1HK,1HK16CS141,5.5
1HK,1HK16CS142,8.5
1HK,1HK16CS143,5.92
1HK,1HK16CS144,7.67
1HK,1HK16CS145,8.25
1HK,1HK16CS146,7.67
1HK,1HK16CS147,2
1HK,1HK16CS148,6.33
1HK,1HK16CS149,5.67
1HK,1HK16CS150,6.92
1HK,1HK16CS151,7.75
1HK,1HK16CS152,6.92
1HK,1HK16CS153,5.33
1HK,1HK16CS154,7.5
1HK,1HK16CS155,5.83
1HK,1HK16CS156,7.75
1HK,1HK16CS157,1.42
1HK,1HK16CS158,7.42
1HK,1HK16CS159,7.67
1HK,1HK16CS160,5.67
1HK,1HK16CS161,7.5
1HK,1HK16CS163,8.33
1HK,1HK16CS164,8.5
1HK,1HK16CS165,4.42
1HK,1HK16CS166,6.5
1HK,1HK16CS167,5.17
1HK,1HK16CS168,8
1HK,1HK16CS169,6.83
1HK,1HK16CS170,8.83
1HK,1HK16CS171,7
1HK,1HK16CS172,7.33
1HK,1HK16CS173,8.17
1HK,1HK16CS175,8.67
1HK,1HK16CS176,6.58
1HK,1HK16CS177,5.75
1HK,1HK16CS178,8.17
1HK,1HK16CS183,5.25
1HK,1HK16CS184,4.58
1HM,1HM16CS001,2.67
1HM,1HM16CS002,5.42
1HM,1HM16CS003,6.25
1HM,1HM16CS004,5.5
1HM,1HM16CS005,2.25
1HM,1HM16CS006,3
1HM,1HM16CS007,5.58
1HM,1HM16CS008,3.92
1HM,1HM16CS009,2.5
1HM,1HM16CS010,2.33
1HM,1HM16CS011,6.75
1HM,1HM16CS012,6.17
1HM,1HM16CS013,1
1HM,1HM16CS014,8.08
1HM,1HM16CS015,8.58
1HM,1HM16CS016,5.58
1HM,1HM16CS017,5.58
1HM,1HM16CS018,7.67
1HM,1HM16CS019,7.92
1HM,1HM16CS020,4.67
1HM,1HM16CS021,1.25
1HM,1HM16CS022,3.5
1HM,1HM16CS023,6.42
1HM,1HM16CS024,6.25
1HM,1HM16CS025,2.33
1HM,1HM16CS026,5.33
1HM,1HM16CS027,4.17
1HM,1HM16CS028,8.25
1HM,1HM16CS029,6.83
1HM,1HM16CS030,5.83
1HM,1HM16CS031,7.92
1HM,1HM16CS032,8.42
1HM,1HM16CS033,2.92
1HM,1HM16CS034,3.08
1HM,1HM16CS035,3.58
1HM,1HM16CS036,3.92
1HM,1HM16CS037,3.83
1HM,1HM16CS038,5.67
1HM,1HM16CS039,5.5
1HM,1HM16CS040,6.83
1HS,1HS16CS001,2.83
1HS,1HS16CS002,6.92
1HS,1HS16CS003,5.58
1HS,1HS16CS004,7.75
1HS,1HS16CS005,5.92
1HS,1HS16CS007,7.5
1HS,1HS16CS008,0.67
1HS,1HS16CS011,4.25
1HS,1HS16CS012,7.5
1IC,1IC16CS001,6.75
1IC,1IC16CS002,7.5
1IC,1IC16CS003,4.67
1IC,1IC16CS004,8
1IC,1IC16CS005,1.92
1IC,1IC16CS006,2.5
1IC,1IC16CS008,7.08
1IC,1IC16CS009,3.58
1IC,1IC16CS010,5.25
1IC,1IC16CS011,5.58
1IC,1IC16CS012,4.92
1IC,1IC16CS013,2.67
1IC,1IC16CS015,3.58
1IC,1IC16CS016,5.5
1IC,1IC16CS017,3.25
1IC,1IC16CS018,7.42
1IC,1IC16CS019,7.42
1IC,1IC16CS020,6.33
1IC,1IC16CS021,3
1IC,1IC16CS022,2.5
1IC,1IC16CS023,3.42
1IC,1IC16CS024,5.67
1IC,1IC16CS025,5.17
1IC,1IC16CS026,0.42
1IC,1IC16CS027,6.25
1IC,1IC16CS028,2.58
1IC,1IC16CS029,3.33
1IC,1IC16CS030,6.58
1IC,1IC16CS031,0.83
1IC,1IC16CS032,6.33
1IC,1IC16CS033,6.75
1IC,1IC16CS034,1.92
1IC,1IC16CS035,2.92
1IC,1IC16CS036,7
1IC,1IC16CS037,2.33
1IC,1IC16CS038,3.92
1IC,1IC16CS039,2
1IC,1IC16CS040,6.58
1IC,1IC16CS041,3.33
1IC,1IC16CS042,4.33
1IC,1IC16CS043,4.83
1IC,1IC16CS045,3.08
1II,1II16CS001,2.08
1II,1II16CS002,8.83
1II,1II16CS003,6.75
1II,1II16CS004,4.25
1II,1II16CS005,5.58
1II,1II16CS006,5.25
1II,1II16CS007,1.67
1II,1II16CS008,2.08
1II,1II16CS009,1.5
1II,1II16CS010,3.42
1II,1II16CS011,5.58
1II,1II16CS012,7.33
1II,1II16CS013,5
1II,1II16CS014,5.83
1II,1II16CS015,4.25
1II,1II16CS016,3
1II,1II16CS017,5.58
1II,1II16CS018,6.08
1II,1II16CS019,5.92
1JB,1JB16CS001,9.08
1JB,1JB16CS002,8.17
1JB,1JB16CS003,9.17
1JB,1JB16CS004,8.33
1JB,1JB16CS005,8.83
1JB,1JB16CS006,7.08
1JB,1JB16CS007,7.42
1JB,1JB16CS008,2.83
1JB,1JB16CS009,7.92
1JB,1JB16CS010,8.25
1JB,1JB16CS011,6.75
1JB,1JB16CS012,6.67
1JB,1JB16CS013,8.58
1JB,1JB16CS014,9.17
1JB,1JB16CS015,7.17
1JB,1JB16CS016,6.5
1JB,1JB16CS017,8.5
1JB,1JB16CS018,3.08
1JB,1JB16CS019,7.17
1JB,1JB16CS020,9
1JB,1JB16CS021,8.67
1JB,1JB16CS022,9.67
1JB,1JB16CS023,8.33
1JB,1JB16CS025,6.67
1JB,1JB16CS026,7.33
1JB,1JB16CS027,5
1JB,1JB16CS028,8.58
1JB,1JB16CS030,7.17
1JB,1JB16CS031,9
1JB,1JB16CS032,8.83
1JB,1JB16CS033,7.33
1JB,1JB16CS034,8.08
1JB,1JB16CS035,6.25
1JB,1JB16CS036,7.67
1JB,1JB16CS037,8.83
1JB,1JB16CS038,3.5
1JB,1JB16CS039,8.75
1JB,1JB16CS040,8.58
1JB,1JB16CS041,8.83
1JB,1JB16CS042,7.92
1JB,1JB16CS043,5.33
1JB,1JB16CS044,6.67
1JB,1JB16CS045,8.17
1JB,1JB16CS046,9.17
1JB,1JB16CS047,8.17
1JB,1JB16CS048,5.83
1JB,1JB16CS049,8.33
1JB,1JB16CS050,8.83
1JB,1JB16CS051,6.83
1JB,1JB16CS052,6
1JB,1JB16CS053,8.5
1JB,1JB16CS054,9.33
1JB,1JB16CS055,7.33
1JB,1JB16CS056,1.17
1JB,1JB16CS057,8.33
1JB,1JB16CS058,7.25
1JB,1JB16CS059,9.17
1JB,1JB16CS060,7.5
1JB,1JB16CS062,8.92
1JB,1JB16CS063,8.83
1JB,1JB16CS064,8.17
1JB,1JB16CS065,9.17
1JB,1JB16CS066,2.17
1JB,1JB16CS067,5.33
1JB,1JB16CS068,6.17
1JB,1JB16CS069,8
1JB,1JB16CS070,7.25
1JB,1JB16CS071,7.83
1JB,1JB16CS072,7.08
1JB,1JB16CS073,8.67
1JB,1JB16CS074,9
1JB,1JB16CS075,8.67
1JB,1JB16CS076,7.08
1JB,1JB16CS077,8.42
1JB,1JB16CS078,8.83
1JB,1JB16CS079,8.33
1JB,1JB16CS080,7.58
1JB,1JB16CS081,2.67
1JB,1JB16CS082,7.25
1JB,1JB16CS083,7
1JB,1JB16CS084,9.33
1JB,1JB16CS085,4.08
1JB,1JB16CS086,8.58
1JB,1JB16CS087,9.17
1JB,1JB16CS088,7.92
1JB,1JB16CS089,7.67
1JB,1JB16CS090,5.58
1JB,1JB16CS091,9.17
1JB,1JB16CS092,9.83
1JB,1JB16CS093,8.67
1JB,1JB16CS094,7.42
1JB,1JB16CS095,8.58
1JB,1JB16CS096,7.17
1JB,1JB16CS097,5.67
1JB,1JB16CS098,8.58
1JB,1JB16CS099,7.58
1JB,1JB16CS100,7.08
1JB,1JB16CS101,4
1JB,1JB16CS102,7.08
1JB,1JB16CS103,8.92
1JB,1JB16CS104,8.83
1JB,1JB16CS105,6.58
1JB,1JB16CS106,8.5
